year,code,title,unit_value,offered_by,college,course_subject,areas_of_interest,academic_career,mode_of_delivery,offered_in,url
2026,ENGN4706,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,Engineering,UGRD,In Person,First Semester 2026 Second Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN4706
2026,ENGN4712,Programs and Courses,6 to 12 units,School of Engineering,ANU College of Systems and Society,Engineering,Engineering,UGRD,In Person,First Semester 2026 Second Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN4712
2026,ENGN4718,Programs and Courses,6 to 18 units,School of Engineering,ANU College of Systems and Society,Engineering,Photonics,UGRD,In Person,First Semester 2026 Second Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN4718
2026,ENGN4810,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Engineering, Biomedical Science",UGRD,In Person,,https://programsandcourses.anu.edu.au/2026/course/ENGN4810
2026,ENGN4820,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Engineering, Mechatronics, Electronics, Materials, Mechanical More...",UGRD,In Person,,https://programsandcourses.anu.edu.au/2026/course/ENGN4820
2026,ENGN4901,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Engineering, Environmental Science, Resource and Environmental Management",UGRD,In Person,First Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN4901
2026,ENGN4902,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Environmental Studies, Engineering, Resource and Environmental Management",UGRD,In Person,First Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN4902
2026,ENGN4903,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Environmental Studies, Engineering, Resource and Environmental Management, Design",UGRD,In Person,Second Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN4903
2026,ENGN6213,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Engineering, Computer Engineering",PGRD,In Person Co-taught Course ENGN4213,First Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6213
2026,ENGN6200,Programs and Courses,6 to 24 units,School of Engineering,ANU College of Systems and Society,Engineering,Engineering,PGRD,In Person Co-taught Course ENGN3200,Summer Session 2026 First Semester 2026 Autumn Session 2026 Winter Session 2026 Second Semester 2026 Spring Session 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6200
2026,ENGN6223,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Engineering, Robotics",PGRD,In Person Co-taught Course ENGN3223,Second Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6223
2026,ENGN6224,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,,PGRD,In Person Co-taught Course ENGN3224,First Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6224
2026,ENGN6250,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Computer Science, Engineering, Communications, Computer Systems, Computer Engineering",PGRD,In Person Co-taught Course COMP6250,,https://programsandcourses.anu.edu.au/2026/course/ENGN6250
2026,ENGN6331,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,Engineering,PGRD,In Person Co-taught Course ENGN3331,First Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6331
2026,ENGN6350,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,,PGRD,In Person Co-taught Course ENGN3350,See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6350
2026,ENGN6415,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,,PGRD,In Person,See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6415
2026,ENGN6410,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,,PGRD,In Person Co-taught Course ENGN3410,Second Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6410
2026,ENGN6524,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Engineering, Renewable Energy",PGRD,In Person Co-taught Course ENGN4524,First Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6524
2026,ENGN6528,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Computer Science, Engineering, Mechatronics, Advanced Computing, Artifical Intelligence",PGRD,In Person Co-taught Course COMP4528 COMP6528 ENGN4528,First Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6528
2026,ENGN6516,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society Classification Advanced,Engineering,Engineering,PGRD,In Person Co-taught Course ENGN3516,Second Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6516
2026,ENGN6536,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,Engineering,PGRD,In Person Co-taught Course ENGN4536,Second Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6536
2026,ENGN6548,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Engineering, Renewable Energy",PGRD,In Person Co-taught Course ENGN4548,Second Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6548
2026,ENGN6539,Programs and Courses,6 units,School of Computing,ANU College of Systems and Society,Engineering,"Computer Science, Information Technology, Software Engineering, Communications, Computer Engineering",PGRD,In Person Co-taught Course COMP3310 COMP6331 ENGN3539,First Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6539
2026,ENGN6537,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Engineering, Electronics",PGRD,In Person Co-taught Course ENGN4537,Second Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6537
2026,ENGN6626,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Engineering, Electronics, Computer Engineering",PGRD,In Person,First Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6626
2026,ENGN6628,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,,PGRD,In Person Co-taught Course ENGN4628,Second Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6628
2026,ENGN6625,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society Classification Advanced,Engineering,"Engineering, Electronics",PGRD,In Person Co-taught Course ENGN4625,Second Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6625
2026,ENGN6627,Programs and Courses,6 units,School of Engineering,ANU College of Systems and Society,Engineering,"Engineering, Mechatronics, Robotics",PGRD,In Person Co-taught Course ENGN4627,First Semester 2026 See Future Offerings,https://programsandcourses.anu.edu.au/2026/course/ENGN6627
